Fri Oct 10 15:57:29 CEST 2025

 ,Sensor type and serial number, 
 ,DR30-D1 65086, 

Time stamp,Irradiance [W/m^2],Temperature [degr Cels]
10-10-2025 16:31:05.915,841.58,17.65
10-10-2025 16:31:06.936,841.60,17.66
10-10-2025 16:31:08.005,841.62,17.66
10-10-2025 16:31:09.159,841.62,17.66
10-10-2025 16:31:10.366,841.67,17.65
10-10-2025 16:31:11.389,842.18,17.67
10-10-2025 16:31:12.420,842.23,17.65
10-10-2025 16:31:13.615,842.23,17.66
10-10-2025 16:31:14.636,842.02,17.66
10-10-2025 16:31:15.793,841.55,17.65
10-10-2025 16:31:16.843,841.55,17.65
10-10-2025 16:31:17.942,841.55,17.66
10-10-2025 16:31:18.983,841.35,17.67
10-10-2025 16:31:20.004,841.15,17.69
10-10-2025 16:31:21.160,841.15,17.68
10-10-2025 16:31:22.245,841.19,17.67
10-10-2025 16:31:23.429,841.72,17.65
10-10-2025 16:31:24.439,841.80,17.65
10-10-2025 16:31:25.769,841.79,17.67
10-10-2025 16:31:26.871,841.74,17.68
10-10-2025 16:31:27.957,841.63,17.70
10-10-2025 16:31:29.056,841.63,17.70
10-10-2025 16:31:30.060,841.64,17.68
10-10-2025 16:31:31.259,841.23,17.66
10-10-2025 16:31:32.345,841.03,17.64
10-10-2025 16:31:33.585,841.03,17.65
10-10-2025 16:31:34.669,841.03,17.66
10-10-2025 16:31:35.709,841.15,17.66
10-10-2025 16:31:36.810,841.15,17.67
10-10-2025 16:31:38.141,841.15,17.67
10-10-2025 16:31:39.203,841.38,17.67
10-10-2025 16:31:40.260,841.51,17.66
10-10-2025 16:31:41.386,841.52,17.64
10-10-2025 16:31:42.427,841.51,17.65
10-10-2025 16:31:43.484,841.14,17.66
10-10-2025 16:31:44.620,841.10,17.68
10-10-2025 16:31:45.659,841.10,17.69
10-10-2025 16:31:46.897,840.59,17.67
10-10-2025 16:31:48.029,839.40,17.67
10-10-2025 16:31:49.268,839.40,17.67
10-10-2025 16:31:50.348,839.39,17.70
10-10-2025 16:31:51.528,839.30,17.71
10-10-2025 16:31:52.677,839.28,17.71
10-10-2025 16:31:53.897,839.28,17.69
10-10-2025 16:31:55.138,839.33,17.68
10-10-2025 16:31:56.174,839.38,17.69
10-10-2025 16:31:57.272,839.38,17.69
10-10-2025 16:31:58.419,839.38,17.69
10-10-2025 16:31:59.550,839.59,17.68
10-10-2025 16:32:00.663,839.63,17.68
10-10-2025 16:32:01.730,839.63,17.67
10-10-2025 16:32:02.798,839.78,17.67
10-10-2025 16:32:03.976,840.34,17.67
10-10-2025 16:32:05.136,840.34,17.68
10-10-2025 16:32:06.232,840.33,17.68
10-10-2025 16:32:07.396,840.07,17.69
10-10-2025 16:32:08.463,839.91,17.71
10-10-2025 16:32:09.608,839.90,17.72
10-10-2025 16:32:10.627,839.90,17.74
10-10-2025 16:32:11.693,838.86,17.74
10-10-2025 16:32:12.731,838.79,17.72
10-10-2025 16:32:14.001,838.79,17.70
10-10-2025 16:32:15.085,839.07,17.70
10-10-2025 16:32:16.380,839.48,17.70
10-10-2025 16:32:17.383,839.48,17.69
10-10-2025 16:32:18.509,839.48,17.70
10-10-2025 16:32:19.530,839.44,17.72
10-10-2025 16:32:20.900,839.45,17.72
10-10-2025 16:32:22.085,839.45,17.73
10-10-2025 16:32:23.218,838.93,17.72
10-10-2025 16:32:24.445,838.27,17.72
10-10-2025 16:32:25.568,838.27,17.74
10-10-2025 16:32:26.684,838.25,17.72
10-10-2025 16:32:27.888,838.01,17.72
10-10-2025 16:32:29.033,837.99,17.71
10-10-2025 16:32:30.182,837.99,17.72
10-10-2025 16:32:31.185,838.27,17.73
10-10-2025 16:32:32.392,838.81,17.72
10-10-2025 16:32:33.659,838.82,17.71
10-10-2025 16:32:34.757,838.82,17.70
10-10-2025 16:32:35.882,838.67,17.71
10-10-2025 16:32:37.160,838.65,17.71
10-10-2025 16:32:38.282,838.65,17.73
10-10-2025 16:32:39.352,838.55,17.73
10-10-2025 16:32:40.462,838.42,17.73
10-10-2025 16:32:41.674,838.42,17.72
10-10-2025 16:32:42.857,838.41,17.71
10-10-2025 16:32:44.119,838.31,17.73
10-10-2025 16:32:45.336,838.31,17.71
10-10-2025 16:32:46.366,838.30,17.72
10-10-2025 16:32:47.543,838.26,17.73
10-10-2025 16:32:48.687,838.22,17.74
10-10-2025 16:32:49.783,838.22,17.73
10-10-2025 16:32:50.848,838.22,17.72
10-10-2025 16:32:51.992,838.79,17.71
10-10-2025 16:32:53.090,838.83,17.71
10-10-2025 16:32:54.176,838.83,17.72
10-10-2025 16:32:55.402,838.74,17.72
