Thu Oct 02 16:34:24 CEST 2025

 ,Sensor type and serial number, 
 ,DR30-D1 65086, 

Time stamp,Irradiance [W/m^2],Temperature [degr Cels]
02-10-2025 16:54:19.724,852.92,13.17
02-10-2025 16:54:20.726,852.89,13.14
02-10-2025 16:54:21.728,853.02,13.15
02-10-2025 16:54:22.729,852.71,13.16
02-10-2025 16:54:23.730,852.52,13.15
02-10-2025 16:54:24.734,852.82,13.17
02-10-2025 16:54:25.736,852.85,13.17
02-10-2025 16:54:26.739,852.83,13.17
02-10-2025 16:54:27.744,852.57,13.17
02-10-2025 16:54:28.746,852.83,13.17
02-10-2025 16:54:29.747,852.34,13.17
02-10-2025 16:54:30.748,852.60,13.17
02-10-2025 16:54:31.749,852.64,13.16
02-10-2025 16:54:32.751,852.92,13.16
02-10-2025 16:54:33.755,853.23,13.17
02-10-2025 16:54:34.757,853.44,13.15
02-10-2025 16:54:35.759,853.09,13.14
02-10-2025 16:54:36.766,853.40,13.14
02-10-2025 16:54:37.768,853.42,13.14
02-10-2025 16:54:38.771,853.44,13.14
02-10-2025 16:54:39.774,853.17,13.15
02-10-2025 16:54:40.776,853.36,13.17
02-10-2025 16:54:41.776,853.34,13.15
02-10-2025 16:54:42.778,853.18,13.15
02-10-2025 16:54:43.779,852.93,13.14
02-10-2025 16:54:44.781,853.04,13.12
02-10-2025 16:54:45.783,853.22,13.12
02-10-2025 16:54:46.788,853.17,13.11
02-10-2025 16:54:47.792,852.97,13.11
02-10-2025 16:54:48.795,852.81,13.13
02-10-2025 16:54:49.804,852.74,13.13
02-10-2025 16:54:50.818,852.78,13.14
02-10-2025 16:54:51.825,852.67,13.16
02-10-2025 16:54:52.827,852.86,13.15
02-10-2025 16:54:53.831,853.01,13.16
02-10-2025 16:54:54.837,853.30,13.14
02-10-2025 16:54:55.845,853.37,13.13
02-10-2025 16:54:56.850,853.93,13.11
02-10-2025 16:54:57.853,853.57,13.10
02-10-2025 16:54:58.854,853.42,13.11
02-10-2025 16:54:59.861,853.88,13.11
02-10-2025 16:55:00.863,853.55,13.12
02-10-2025 16:55:01.863,853.44,13.13
02-10-2025 16:55:02.867,853.58,13.13
02-10-2025 16:55:03.870,853.59,13.14
02-10-2025 16:55:04.877,853.55,13.14
02-10-2025 16:55:05.878,853.55,13.12
02-10-2025 16:55:06.880,853.77,13.12
02-10-2025 16:55:07.883,853.74,13.11
02-10-2025 16:55:08.885,853.62,13.10
02-10-2025 16:55:09.895,853.65,13.10
02-10-2025 16:55:10.896,853.46,13.10
02-10-2025 16:55:11.899,853.13,13.10
02-10-2025 16:55:12.902,853.48,13.10
02-10-2025 16:55:13.911,853.48,13.10
02-10-2025 16:55:14.913,853.07,13.10
02-10-2025 16:55:15.915,852.99,13.10
02-10-2025 16:55:16.919,853.40,13.10
02-10-2025 16:55:17.922,853.72,13.10
02-10-2025 16:55:18.923,853.49,13.08
02-10-2025 16:55:19.925,853.73,13.07
02-10-2025 16:55:20.930,853.66,13.06
02-10-2025 16:55:21.932,853.50,13.07
02-10-2025 16:55:22.934,853.23,13.07
02-10-2025 16:55:23.936,852.97,13.08
02-10-2025 16:55:24.937,852.76,13.09
02-10-2025 16:55:25.938,852.67,13.08
02-10-2025 16:55:26.941,853.02,13.10
02-10-2025 16:55:27.947,852.18,13.10
02-10-2025 16:55:28.948,852.29,13.10
02-10-2025 16:55:29.951,852.60,13.11
02-10-2025 16:55:30.952,853.26,13.09
02-10-2025 16:55:31.953,853.02,13.08
02-10-2025 16:55:32.955,852.48,13.07
02-10-2025 16:55:33.957,852.61,13.06
02-10-2025 16:55:34.959,852.65,13.07
02-10-2025 16:55:35.961,852.69,13.08
02-10-2025 16:55:36.963,853.01,13.08
02-10-2025 16:55:37.966,852.90,13.08
02-10-2025 16:55:38.970,853.23,13.08
02-10-2025 16:55:39.994,852.58,13.07
02-10-2025 16:55:41.000,852.64,13.08
02-10-2025 16:55:42.002,852.49,13.07
02-10-2025 16:55:43.005,853.23,13.08
02-10-2025 16:55:44.011,853.21,13.07
02-10-2025 16:55:45.029,852.83,13.07
02-10-2025 16:55:46.031,852.58,13.09
02-10-2025 16:55:47.033,852.47,13.08
02-10-2025 16:55:48.034,852.51,13.09
02-10-2025 16:55:49.037,852.19,13.09
02-10-2025 16:55:50.039,851.95,13.07
02-10-2025 16:55:51.043,852.10,13.07
02-10-2025 16:55:52.043,851.70,13.06
02-10-2025 16:55:53.048,851.80,13.06
02-10-2025 16:55:54.064,851.64,13.06
02-10-2025 16:55:55.065,851.53,13.06
02-10-2025 16:55:56.067,851.28,13.07
02-10-2025 16:55:57.067,851.06,13.05
02-10-2025 16:55:58.075,851.19,13.04
02-10-2025 16:55:59.089,850.50,13.06
02-10-2025 16:56:00.094,850.35,13.05
02-10-2025 16:56:01.097,850.30,13.08
02-10-2025 16:56:02.099,850.50,13.10
02-10-2025 16:56:03.102,850.72,13.09
02-10-2025 16:56:04.110,851.18,13.09
02-10-2025 16:56:05.112,851.04,13.09
02-10-2025 16:56:06.141,850.96,13.09
02-10-2025 16:56:07.143,850.56,13.07
02-10-2025 16:56:08.144,851.01,13.08
02-10-2025 16:56:09.153,850.88,13.05
02-10-2025 16:56:10.162,850.99,13.05
02-10-2025 16:56:11.170,850.90,13.03
02-10-2025 16:56:12.214,850.53,13.03
02-10-2025 16:56:13.218,850.67,13.04
02-10-2025 16:56:14.219,850.78,13.05
02-10-2025 16:56:15.220,850.88,13.07
02-10-2025 16:56:16.224,850.61,13.08
02-10-2025 16:56:17.225,850.52,13.08
02-10-2025 16:56:18.226,850.72,13.08
02-10-2025 16:56:19.228,850.95,13.07
02-10-2025 16:56:20.229,850.60,13.07
02-10-2025 16:56:21.232,850.92,13.06
02-10-2025 16:56:22.236,849.88,13.07
02-10-2025 16:56:23.238,849.66,13.07
02-10-2025 16:56:24.239,849.89,13.06
02-10-2025 16:56:25.244,850.30,13.07
02-10-2025 16:56:26.245,850.06,13.07
02-10-2025 16:56:27.248,849.96,13.07
02-10-2025 16:56:28.254,850.14,13.05
02-10-2025 16:56:29.257,849.83,13.05
02-10-2025 16:56:30.257,849.62,13.05
02-10-2025 16:56:31.259,850.10,13.03
02-10-2025 16:56:32.262,849.68,13.05
02-10-2025 16:56:33.266,849.78,13.05
02-10-2025 16:56:34.267,849.64,13.05
02-10-2025 16:56:35.268,849.66,13.07
02-10-2025 16:56:36.271,850.36,13.06
02-10-2025 16:56:37.282,850.40,13.05
02-10-2025 16:56:38.294,850.44,13.05
02-10-2025 16:56:39.310,850.48,13.04
02-10-2025 16:56:40.311,850.20,13.04
02-10-2025 16:56:41.311,850.80,13.04
02-10-2025 16:56:42.313,850.43,13.03
02-10-2025 16:56:43.316,849.80,13.02
02-10-2025 16:56:44.317,849.36,13.02
02-10-2025 16:56:45.320,849.52,13.03
02-10-2025 16:56:46.322,849.74,13.04
02-10-2025 16:56:47.324,850.19,13.06
02-10-2025 16:56:48.325,850.14,13.06
02-10-2025 16:56:49.334,850.14,13.05
02-10-2025 16:56:50.336,850.29,13.04
02-10-2025 16:56:51.338,849.64,13.04
02-10-2025 16:56:52.341,849.13,13.04
02-10-2025 16:56:53.349,849.89,13.03
02-10-2025 16:56:54.352,850.18,13.03
02-10-2025 16:56:55.352,850.36,13.01
02-10-2025 16:56:56.355,850.20,13.01
02-10-2025 16:56:57.356,849.59,13.02
02-10-2025 16:56:58.359,849.97,13.02
02-10-2025 16:56:59.363,850.23,13.03
02-10-2025 16:57:00.378,849.95,13.05
02-10-2025 16:57:01.391,849.54,13.06
02-10-2025 16:57:02.393,849.45,13.07
02-10-2025 16:57:03.398,849.74,13.06
02-10-2025 16:57:04.401,849.49,13.03
02-10-2025 16:57:05.405,849.40,13.03
02-10-2025 16:57:06.407,849.69,13.02
02-10-2025 16:57:07.408,849.97,13.02
02-10-2025 16:57:08.410,849.92,13.01
02-10-2025 16:57:09.412,849.63,13.02
02-10-2025 16:57:10.414,848.98,13.00
02-10-2025 16:57:11.416,848.88,13.01
02-10-2025 16:57:12.423,849.06,13.00
02-10-2025 16:57:13.427,848.93,13.00
02-10-2025 16:57:14.433,849.16,12.99
02-10-2025 16:57:15.434,849.41,13.00
02-10-2025 16:57:16.435,848.87,13.02
02-10-2025 16:57:17.436,848.64,13.01
02-10-2025 16:57:18.439,848.69,13.00
02-10-2025 16:57:19.440,848.26,13.02
02-10-2025 16:57:20.442,848.00,13.02
02-10-2025 16:57:21.444,848.59,13.02
02-10-2025 16:57:22.451,848.83,13.03
02-10-2025 16:57:23.454,848.77,13.01
02-10-2025 16:57:24.455,848.98,13.00
02-10-2025 16:57:25.456,848.81,13.01
02-10-2025 16:57:26.458,848.42,12.98
02-10-2025 16:57:27.460,848.03,13.00
02-10-2025 16:57:28.461,848.25,13.02
02-10-2025 16:57:29.463,848.09,13.01
02-10-2025 16:57:30.466,847.83,13.04
02-10-2025 16:57:31.467,848.37,13.03
02-10-2025 16:57:32.470,848.29,13.00
02-10-2025 16:57:33.473,848.56,13.00
02-10-2025 16:57:34.476,848.56,13.00
02-10-2025 16:57:35.477,848.47,13.00
02-10-2025 16:57:36.480,848.51,13.02
02-10-2025 16:57:37.494,848.75,13.02
02-10-2025 16:57:38.495,848.39,13.03
02-10-2025 16:57:39.503,848.06,13.03
02-10-2025 16:57:40.505,847.95,13.03
02-10-2025 16:57:41.505,847.54,13.02
02-10-2025 16:57:42.507,847.63,13.02
02-10-2025 16:57:43.509,847.59,13.02
02-10-2025 16:57:44.511,847.57,13.02
02-10-2025 16:57:45.513,847.35,13.01
02-10-2025 16:57:46.527,847.32,13.01
02-10-2025 16:57:47.528,847.38,13.00
02-10-2025 16:57:48.532,846.92,12.99
02-10-2025 16:57:49.533,847.32,12.99
02-10-2025 16:57:50.538,847.55,12.98
02-10-2025 16:57:51.541,847.55,12.99
02-10-2025 16:57:52.544,847.28,12.98
02-10-2025 16:57:53.545,847.32,12.99
02-10-2025 16:57:54.546,847.18,13.00
02-10-2025 16:57:55.550,847.04,13.00
02-10-2025 16:57:56.552,847.51,13.00
02-10-2025 16:57:57.553,847.17,13.00
02-10-2025 16:57:58.560,847.65,13.00
02-10-2025 16:57:59.564,847.51,13.01
02-10-2025 16:58:00.565,846.92,13.01
02-10-2025 16:58:01.568,846.78,13.02
02-10-2025 16:58:02.569,846.62,13.02
02-10-2025 16:58:03.571,846.09,13.00
02-10-2025 16:58:04.573,846.17,13.00
02-10-2025 16:58:05.575,846.48,12.99
02-10-2025 16:58:06.577,846.24,13.00
02-10-2025 16:58:07.582,846.64,13.00
02-10-2025 16:58:08.584,846.87,13.00
02-10-2025 16:58:09.591,846.50,13.00
02-10-2025 16:58:10.593,846.84,13.00
02-10-2025 16:58:11.595,846.95,13.01
02-10-2025 16:58:12.598,846.47,13.00
02-10-2025 16:58:13.601,846.60,13.00
02-10-2025 16:58:14.603,846.77,13.00
02-10-2025 16:58:15.605,846.94,12.98
02-10-2025 16:58:16.606,846.87,12.98
02-10-2025 16:58:17.607,847.25,13.00
02-10-2025 16:58:18.609,846.66,12.98
02-10-2025 16:58:19.612,846.61,12.99
02-10-2025 16:58:20.613,846.65,13.00
02-10-2025 16:58:21.615,846.81,12.96
02-10-2025 16:58:22.618,847.15,12.96
02-10-2025 16:58:23.621,847.75,12.94
02-10-2025 16:58:24.622,847.32,12.93
02-10-2025 16:58:25.624,847.51,12.96
02-10-2025 16:58:26.626,847.29,12.97
02-10-2025 16:58:27.628,847.23,12.98
02-10-2025 16:58:28.631,847.21,12.98
02-10-2025 16:58:29.632,847.19,12.98
02-10-2025 16:58:30.633,846.76,12.97
02-10-2025 16:58:31.635,846.55,12.98
02-10-2025 16:58:32.638,846.57,12.97
02-10-2025 16:58:33.640,846.78,12.96
02-10-2025 16:58:34.642,846.69,12.96
02-10-2025 16:58:35.646,846.67,12.96
02-10-2025 16:58:36.657,847.06,12.96
02-10-2025 16:58:37.660,846.85,12.97
02-10-2025 16:58:38.674,846.78,12.97
02-10-2025 16:58:39.676,846.06,12.97
02-10-2025 16:58:40.677,845.99,12.97
02-10-2025 16:58:41.680,846.10,12.96
02-10-2025 16:58:42.682,846.49,12.96
02-10-2025 16:58:43.685,846.31,12.96
02-10-2025 16:58:44.686,846.30,12.97
02-10-2025 16:58:45.689,846.29,12.96
02-10-2025 16:58:46.692,846.59,12.97
02-10-2025 16:58:47.693,846.91,12.97
02-10-2025 16:58:48.695,846.98,12.96
02-10-2025 16:58:49.698,846.69,12.97
02-10-2025 16:58:50.700,846.12,12.98
02-10-2025 16:58:51.702,845.95,12.98
02-10-2025 16:58:52.703,846.06,13.00
02-10-2025 16:58:53.705,845.98,12.97
02-10-2025 16:58:54.707,845.76,12.96
02-10-2025 16:58:55.709,845.96,12.96
02-10-2025 16:58:56.717,846.29,12.96
02-10-2025 16:58:57.719,845.97,12.98
02-10-2025 16:58:58.721,845.51,12.97
02-10-2025 16:58:59.723,845.71,12.96
02-10-2025 16:59:00.725,845.84,12.96
02-10-2025 16:59:01.726,845.84,12.96
02-10-2025 16:59:02.728,845.74,12.94
02-10-2025 16:59:03.730,845.84,12.92
02-10-2025 16:59:04.732,845.70,12.93
02-10-2025 16:59:05.734,846.07,12.92
02-10-2025 16:59:06.736,846.04,12.94
02-10-2025 16:59:07.738,846.04,12.96
02-10-2025 16:59:08.745,845.82,12.93
02-10-2025 16:59:09.746,845.51,12.94
02-10-2025 16:59:10.748,845.87,12.93
02-10-2025 16:59:11.750,846.22,12.95
02-10-2025 16:59:12.753,846.42,12.96
02-10-2025 16:59:13.756,845.91,12.96
02-10-2025 16:59:14.758,846.00,12.95
02-10-2025 16:59:15.760,846.30,12.96
02-10-2025 16:59:16.763,846.19,12.96
02-10-2025 16:59:17.765,846.27,12.97
02-10-2025 16:59:18.766,846.29,12.97
02-10-2025 16:59:19.768,846.52,12.98
02-10-2025 16:59:20.771,846.74,12.96
02-10-2025 16:59:21.773,846.32,12.96
02-10-2025 16:59:22.777,846.00,12.96
02-10-2025 16:59:23.780,846.01,12.96
02-10-2025 16:59:24.781,845.92,12.96
02-10-2025 16:59:25.790,845.49,12.95
02-10-2025 16:59:26.792,845.57,12.93
02-10-2025 16:59:27.794,845.92,12.92
02-10-2025 16:59:28.798,845.99,12.92
02-10-2025 16:59:29.799,845.88,12.92
02-10-2025 16:59:30.802,845.97,12.92
02-10-2025 16:59:31.805,845.97,12.94
02-10-2025 16:59:32.806,846.04,12.95
02-10-2025 16:59:33.808,845.78,12.95
02-10-2025 16:59:34.810,845.64,12.94
02-10-2025 16:59:35.813,845.33,12.94
02-10-2025 16:59:36.815,845.22,12.91
02-10-2025 16:59:37.818,845.71,12.92
02-10-2025 16:59:38.819,845.82,12.93
02-10-2025 16:59:39.820,845.69,12.93
02-10-2025 16:59:40.821,845.86,12.95
02-10-2025 16:59:41.829,845.52,12.96
02-10-2025 16:59:42.831,845.36,12.95
02-10-2025 16:59:43.833,845.53,12.94
02-10-2025 16:59:44.834,846.25,12.93
02-10-2025 16:59:45.836,845.49,12.92
02-10-2025 16:59:46.838,845.15,12.91
02-10-2025 16:59:47.842,844.81,12.91
02-10-2025 16:59:48.843,844.71,12.92
02-10-2025 16:59:49.844,845.05,12.92
02-10-2025 16:59:50.848,845.46,12.92
02-10-2025 16:59:51.850,845.44,12.93
02-10-2025 16:59:52.857,845.42,12.93
02-10-2025 16:59:53.857,845.49,12.94
02-10-2025 16:59:54.860,845.59,12.96
02-10-2025 16:59:55.862,844.80,12.96
02-10-2025 16:59:56.872,844.61,12.96
02-10-2025 16:59:57.875,844.59,12.94
02-10-2025 16:59:58.877,844.84,12.94
02-10-2025 16:59:59.881,845.20,12.92
02-10-2025 17:00:00.883,845.14,12.92
02-10-2025 17:00:01.883,844.79,12.91
02-10-2025 17:00:02.885,844.79,12.90
02-10-2025 17:00:03.888,844.81,12.89
02-10-2025 17:00:04.889,844.69,12.89
02-10-2025 17:00:05.892,844.21,12.91
02-10-2025 17:00:06.895,844.03,12.92
02-10-2025 17:00:07.897,844.41,12.93
02-10-2025 17:00:08.900,844.40,12.94
02-10-2025 17:00:09.902,844.38,12.93
02-10-2025 17:00:10.904,843.70,12.93
02-10-2025 17:00:11.905,844.53,12.92
02-10-2025 17:00:12.907,844.72,12.91
02-10-2025 17:00:13.910,844.83,12.90
02-10-2025 17:00:14.912,844.76,12.91
02-10-2025 17:00:15.914,844.46,12.92
02-10-2025 17:00:16.916,844.14,12.92
02-10-2025 17:00:17.919,843.89,12.92
02-10-2025 17:00:18.922,844.04,12.92
02-10-2025 17:00:19.924,844.06,12.92
02-10-2025 17:00:20.932,843.82,12.92
02-10-2025 17:00:21.934,844.08,12.92
02-10-2025 17:00:22.937,844.16,12.92
02-10-2025 17:00:23.938,844.07,12.94
02-10-2025 17:00:24.940,843.94,12.94
02-10-2025 17:00:25.940,843.71,12.94
02-10-2025 17:00:26.944,843.87,12.92
02-10-2025 17:00:27.946,843.36,12.91
02-10-2025 17:00:28.948,843.17,12.89
02-10-2025 17:00:29.951,842.80,12.91
02-10-2025 17:00:30.953,843.04,12.94
02-10-2025 17:00:31.954,843.18,12.94
02-10-2025 17:00:32.957,843.07,12.94
02-10-2025 17:00:33.960,842.93,12.94
02-10-2025 17:00:34.962,842.99,12.90
02-10-2025 17:00:35.963,843.28,12.90
02-10-2025 17:00:36.963,842.96,12.92
02-10-2025 17:00:37.964,842.85,12.91
02-10-2025 17:00:38.965,843.06,12.92
02-10-2025 17:00:39.968,843.37,12.92
02-10-2025 17:00:40.971,843.40,12.93
02-10-2025 17:00:41.973,843.27,12.93
02-10-2025 17:00:42.976,843.06,12.95
02-10-2025 17:00:43.982,843.14,12.95
02-10-2025 17:00:44.984,842.66,12.93
02-10-2025 17:00:45.985,842.51,12.92
02-10-2025 17:00:46.987,842.41,12.91
02-10-2025 17:00:47.989,842.60,12.90
02-10-2025 17:00:48.992,842.58,12.90
02-10-2025 17:00:49.993,841.85,12.89
02-10-2025 17:00:50.995,841.95,12.89
02-10-2025 17:00:51.996,841.93,12.90
02-10-2025 17:00:52.998,842.24,12.90
02-10-2025 17:00:54.000,842.11,12.92
02-10-2025 17:00:55.001,842.26,12.91
02-10-2025 17:00:56.004,842.39,12.89
02-10-2025 17:00:57.007,842.57,12.89
02-10-2025 17:00:58.007,842.12,12.90
02-10-2025 17:00:59.010,841.76,12.91
02-10-2025 17:01:00.013,841.65,12.90
02-10-2025 17:01:01.026,841.44,12.89
02-10-2025 17:01:02.037,841.83,12.89
02-10-2025 17:01:03.040,841.80,12.89
02-10-2025 17:01:04.040,842.10,12.90
02-10-2025 17:01:05.041,842.06,12.89
02-10-2025 17:01:06.043,842.30,12.90
02-10-2025 17:01:07.045,842.27,12.89
02-10-2025 17:01:08.047,842.09,12.90
02-10-2025 17:01:09.051,841.51,12.92
02-10-2025 17:01:10.054,841.51,12.92
02-10-2025 17:01:11.056,841.81,12.92
02-10-2025 17:01:12.070,841.88,12.91
02-10-2025 17:01:13.075,841.77,12.89
02-10-2025 17:01:14.080,841.70,12.87
02-10-2025 17:01:15.081,841.45,12.85
02-10-2025 17:01:16.083,841.20,12.84
02-10-2025 17:01:17.084,841.35,12.85
02-10-2025 17:01:18.085,841.30,12.87
02-10-2025 17:01:19.088,841.00,12.89
02-10-2025 17:01:20.088,841.42,12.91
02-10-2025 17:01:21.091,841.25,12.90
02-10-2025 17:01:22.093,841.10,12.90
02-10-2025 17:01:23.095,840.48,12.89
02-10-2025 17:01:24.096,841.03,12.88
02-10-2025 17:01:25.099,840.98,12.89
02-10-2025 17:01:26.101,840.88,12.88
02-10-2025 17:01:27.103,840.67,12.89
02-10-2025 17:01:28.105,840.28,12.89
02-10-2025 17:01:29.107,840.53,12.89
02-10-2025 17:01:30.109,840.95,12.89
02-10-2025 17:01:31.112,841.10,12.89
02-10-2025 17:01:32.115,841.20,12.88
02-10-2025 17:01:33.117,840.27,12.86
02-10-2025 17:01:34.119,840.58,12.85
02-10-2025 17:01:35.121,840.90,12.85
02-10-2025 17:01:36.122,840.71,12.85
02-10-2025 17:01:37.124,840.18,12.87
02-10-2025 17:01:38.126,840.62,12.85
02-10-2025 17:01:39.129,840.52,12.87
02-10-2025 17:01:40.132,840.26,12.86
02-10-2025 17:01:41.134,840.18,12.86
02-10-2025 17:01:42.136,840.41,12.89
02-10-2025 17:01:43.140,840.61,12.89
02-10-2025 17:01:44.141,840.28,12.90
02-10-2025 17:01:45.142,839.92,12.90
02-10-2025 17:01:46.144,839.84,12.88
02-10-2025 17:01:47.151,839.68,12.86
02-10-2025 17:01:48.153,839.63,12.86
02-10-2025 17:01:49.168,839.41,12.87
02-10-2025 17:01:50.168,839.99,12.89
02-10-2025 17:01:51.170,839.42,12.89
02-10-2025 17:01:52.173,839.50,12.89
02-10-2025 17:01:53.175,839.15,12.88
02-10-2025 17:01:54.177,839.91,12.88
02-10-2025 17:01:55.179,839.23,12.89
02-10-2025 17:01:56.181,839.22,12.89
02-10-2025 17:01:57.184,838.91,12.89
02-10-2025 17:01:58.186,838.96,12.89
02-10-2025 17:01:59.189,839.11,12.89
02-10-2025 17:02:00.191,839.33,12.89
02-10-2025 17:02:01.195,839.53,12.88
02-10-2025 17:02:02.207,839.67,12.87
02-10-2025 17:02:03.210,839.47,12.88
02-10-2025 17:02:04.212,839.67,12.90
02-10-2025 17:02:05.215,839.81,12.91
02-10-2025 17:02:06.217,839.19,12.91
02-10-2025 17:02:07.220,838.94,12.91
02-10-2025 17:02:08.221,838.82,12.89
02-10-2025 17:02:09.223,838.76,12.87
02-10-2025 17:02:10.225,838.44,12.88
02-10-2025 17:02:11.227,838.38,12.87
02-10-2025 17:02:12.228,838.46,12.88
02-10-2025 17:02:13.230,838.27,12.88
02-10-2025 17:02:14.237,838.19,12.88
02-10-2025 17:02:15.238,838.48,12.86
02-10-2025 17:02:16.240,838.70,12.84
02-10-2025 17:02:17.243,839.01,12.85
02-10-2025 17:02:18.248,838.89,12.85
02-10-2025 17:02:19.248,838.66,12.85
02-10-2025 17:02:20.250,838.61,12.88
02-10-2025 17:02:21.252,838.35,12.88
02-10-2025 17:02:22.254,838.31,12.89
02-10-2025 17:02:23.256,838.15,12.91
02-10-2025 17:02:24.257,837.73,12.89
02-10-2025 17:02:25.258,837.85,12.87
02-10-2025 17:02:26.260,837.87,12.85
02-10-2025 17:02:27.272,837.84,12.83
02-10-2025 17:02:28.274,837.66,12.85
02-10-2025 17:02:29.276,837.11,12.86
02-10-2025 17:02:30.278,837.57,12.87
02-10-2025 17:02:31.292,837.94,12.88
02-10-2025 17:02:32.293,837.79,12.88
02-10-2025 17:02:33.294,837.32,12.87
02-10-2025 17:02:34.300,837.74,12.87
02-10-2025 17:02:35.302,837.73,12.86
02-10-2025 17:02:36.304,837.74,12.86
02-10-2025 17:02:37.306,838.07,12.86
02-10-2025 17:02:38.308,837.82,12.87
02-10-2025 17:02:39.308,837.84,12.89
02-10-2025 17:02:40.310,837.18,12.87
02-10-2025 17:02:41.311,837.36,12.89
02-10-2025 17:02:42.312,837.79,12.86
02-10-2025 17:02:43.315,837.70,12.86
02-10-2025 17:02:44.319,837.68,12.86
02-10-2025 17:02:45.321,837.40,12.84
02-10-2025 17:02:46.322,837.27,12.85
02-10-2025 17:02:47.324,837.19,12.85
02-10-2025 17:02:48.327,837.13,12.85
02-10-2025 17:02:49.330,837.21,12.89
02-10-2025 17:02:50.333,836.84,12.90
02-10-2025 17:02:51.335,836.77,12.89
02-10-2025 17:02:52.347,836.72,12.88
02-10-2025 17:02:53.351,837.01,12.88
02-10-2025 17:02:54.352,836.83,12.85
02-10-2025 17:02:55.353,836.85,12.87
02-10-2025 17:02:56.356,836.71,12.87
02-10-2025 17:02:57.358,836.58,12.85
02-10-2025 17:02:58.361,836.87,12.85
02-10-2025 17:02:59.363,836.78,12.83
02-10-2025 17:03:00.365,836.97,12.83
02-10-2025 17:03:01.368,836.65,12.85
02-10-2025 17:03:02.370,836.67,12.86
02-10-2025 17:03:03.371,836.68,12.87
02-10-2025 17:03:04.371,836.64,12.86
02-10-2025 17:03:05.372,837.50,12.85
02-10-2025 17:03:06.385,837.71,12.84
02-10-2025 17:03:07.386,837.10,12.84
02-10-2025 17:03:08.388,837.10,12.84
02-10-2025 17:03:09.391,836.93,12.81
02-10-2025 17:03:10.393,837.09,12.82
02-10-2025 17:03:11.395,836.89,12.82
02-10-2025 17:03:12.397,837.41,12.83
02-10-2025 17:03:13.399,836.65,12.85
02-10-2025 17:03:14.407,835.98,12.85
02-10-2025 17:03:15.410,836.48,12.85
02-10-2025 17:03:16.412,836.73,12.85
02-10-2025 17:03:17.415,837.69,12.87
02-10-2025 17:03:18.417,837.48,12.86
02-10-2025 17:03:19.419,837.19,12.85
02-10-2025 17:03:20.421,837.44,12.85
02-10-2025 17:03:21.423,837.04,12.84
02-10-2025 17:03:22.426,837.08,12.83
02-10-2025 17:03:23.428,837.56,12.84
02-10-2025 17:03:24.431,837.51,12.84
02-10-2025 17:03:25.441,837.53,12.83
02-10-2025 17:03:26.444,837.26,12.83
02-10-2025 17:03:27.445,837.63,12.82
02-10-2025 17:03:28.448,837.02,12.83
02-10-2025 17:03:29.449,836.75,12.85
02-10-2025 17:03:30.452,836.87,12.85
02-10-2025 17:03:31.455,836.90,12.85
02-10-2025 17:03:32.458,836.81,12.86
02-10-2025 17:03:33.460,836.53,12.87
02-10-2025 17:03:34.461,836.85,12.87
02-10-2025 17:03:35.463,836.98,12.88
02-10-2025 17:03:36.466,837.78,12.85
02-10-2025 17:03:37.469,837.28,12.82
02-10-2025 17:03:38.473,836.59,12.82
02-10-2025 17:03:39.475,837.30,12.82
02-10-2025 17:03:40.477,837.43,12.83
02-10-2025 17:03:41.479,838.51,12.84
02-10-2025 17:03:42.481,838.75,12.83
02-10-2025 17:03:43.482,838.23,12.82
02-10-2025 17:03:44.484,838.19,12.82
02-10-2025 17:03:45.485,837.64,12.84
02-10-2025 17:03:46.489,837.78,12.84
02-10-2025 17:03:47.491,837.94,12.84
02-10-2025 17:03:48.491,838.31,12.82
02-10-2025 17:03:49.493,837.96,12.82
02-10-2025 17:03:50.496,837.50,12.81
02-10-2025 17:03:51.498,837.27,12.83
02-10-2025 17:03:52.501,837.00,12.85
02-10-2025 17:03:53.502,837.35,12.85
02-10-2025 17:03:54.504,836.86,12.84
02-10-2025 17:03:55.507,837.13,12.82
02-10-2025 17:03:56.509,836.99,12.81
02-10-2025 17:03:57.511,837.16,12.81
02-10-2025 17:03:58.512,836.80,12.82
02-10-2025 17:03:59.518,837.13,12.83
02-10-2025 17:04:00.519,837.17,12.82
02-10-2025 17:04:01.520,836.78,12.82
02-10-2025 17:04:02.522,837.05,12.81
02-10-2025 17:04:03.525,836.77,12.79
02-10-2025 17:04:04.527,836.22,12.80
02-10-2025 17:04:05.535,836.17,12.80
02-10-2025 17:04:06.537,836.42,12.80
02-10-2025 17:04:07.539,836.31,12.79
02-10-2025 17:04:08.540,836.91,12.78
02-10-2025 17:04:09.542,837.26,12.80
02-10-2025 17:04:10.544,836.73,12.78
02-10-2025 17:04:11.547,836.90,12.79
02-10-2025 17:04:12.547,836.41,12.81
02-10-2025 17:04:13.550,836.15,12.82
02-10-2025 17:04:14.553,836.28,12.82
02-10-2025 17:04:15.553,836.22,12.82
02-10-2025 17:04:16.554,836.16,12.82
02-10-2025 17:04:17.556,836.34,12.81
02-10-2025 17:04:18.559,835.98,12.81
02-10-2025 17:04:19.561,836.19,12.82
02-10-2025 17:04:20.562,836.21,12.80
02-10-2025 17:04:21.563,835.93,12.78
02-10-2025 17:04:22.565,835.94,12.76
02-10-2025 17:04:23.567,835.77,12.76
02-10-2025 17:04:24.572,835.60,12.78
02-10-2025 17:04:25.575,835.89,12.78
